Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cm2),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
1116.644048,0.65,0.645,0.639,0.647,0.639,3.22,0.70549,70.549,27.729,41.468,42.168,51.64,53.81,55.444,1300.896,1269.943,1294.426,1282.009,4.796,2.091,23.036,21.122,2.03,49.899
1116.652418,0.65,0.645,0.639,0.647,0.638,3.219,0.70549,70.549,27.719,41.309,42.145,51.657,53.821,55.496,1300.384,1269.431,1300.015,1288.16,4.778,2.069,23.036,21.128,2.017,49.735
1116.660826,0.651,0.646,0.639,0.647,0.639,3.222,0.7054,70.54,27.728,41.207,42.169,51.736,53.876,55.507,1301.01,1269.943,1304.806,1292.945,4.794,2.068,23.036,21.126,2.027,49.887
1116.669216,0.651,0.646,0.639,0.647,0.639,3.222,0.70549,70.549,27.719,41.178,42.238,51.593,53.751,55.287,1301.806,1270.512,1301.156,1288.274,4.795,2.171,23.038,21.128,2.029,50.37
1116.677587,0.649,0.645,0.638,0.646,0.638,3.216,0.70544,70.544,27.711,41.533,42.282,51.667,53.739,55.414,1298.393,1268.464,1297.506,1283.661,4.796,2.128,23.036,21.128,2.031,50.082
1116.685995,0.65,0.645,0.638,0.647,0.639,3.219,0.70544,70.544,27.722,41.339,42.316,51.678,53.788,55.446,1298.336,1268.577,1294.712,1281.895,4.795,2.15,23.036,21.12,2.031,50.121
1116.694366,0.65,0.646,0.638,0.648,0.639,3.221,0.70549,70.549,27.709,41.232,42.337,51.681,53.827,55.511,1299.645,1269.09,1299.16,1286.452,4.794,2.052,23.038,21.132,2.026,49.883
1116.702756,0.649,0.645,0.638,0.647,0.638,3.217,0.70549,70.549,27.716,41.149,42.327,51.652,53.771,55.388,1300.27,1269.772,1304.121,1291.863,4.796,2.068,23.036,21.12,2.027,50.172
1116.711164,0.65,0.646,0.638,0.647,0.639,3.22,0.70549,70.549,27.708,41.465,42.328,51.694,53.804,55.465,1300.043,1269.374,1303.893,1292.147,4.794,2.193,23.036,21.122,2.031,50.226
1116.719554,0.65,0.645,0.638,0.647,0.639,3.219,0.70549,70.549,27.703,41.404,42.281,51.713,53.853,55.464,1297.426,1268.065,1297.62,1285.085,4.795,2.149,23.038,21.12,2.031,49.752
1116.727944,0.651,0.646,0.639,0.648,0.639,3.223,0.70554,70.554,27.705,41.294,42.226,51.722,53.496,55.484,1301.522,1269.716,1294.369,1282.009,4.798,2.109,23.036,21.128,2.021,49.932
1116.736315,0.65,0.645,0.639,0.647,0.639,3.22,0.70549,70.549,27.723,41.717,42.22,51.657,53.815,55.405,1300.725,1271.024,1301.327,1289.527,4.794,2.046,23.036,21.158,2.025,50.039
1116.744723,0.65,0.645,0.639,0.647,0.639,3.22,0.70549,70.549,27.712,41.462,42.244,51.673,53.795,55.447,1302.375,1271.764,1305.661,1293.344,4.815,2.153,23.036,21.192,2.029,50.15
1116.753095,0.65,0.645,0.639,0.647,0.639,3.22,0.70549,70.549,27.719,41.339,42.308,51.693,53.859,55.484,1300.782,1269.886,1299.046,1286.565,4.794,2.149,23.036,21.132,2.028,50.034
1116.761485,0.65,0.646,0.638,0.647,0.638,3.219,0.70549,70.549,27.705,41.217,42.351,51.658,53.774,55.414,1300.555,1270,1296.536,1283.718,4.799,2.129,23.036,21.187,2.028,50.426
1116.769893,0.65,0.645,0.638,0.647,0.638,3.218,0.70549,70.549,27.716,41.166,42.374,51.696,53.812,55.467,1300.27,1269.545,1294.426,1281.781,4.815,2.096,23.036,21.137,2.031,50.148
1116.778264,0.65,0.646,0.639,0.648,0.639,3.222,0.70549,70.549,27.723,41.338,42.365,51.624,53.073,55.289,1299.303,1268.805,1301.042,1288.787,4.794,2.068,23.039,21.134,2.014,50.574
1116.786673,0.651,0.646,0.638,0.647,0.639,3.221,0.70544,70.544,27.725,41.205,42.321,51.554,53.751,55.361,1300.27,1269.659,1304.977,1292.318,4.796,2.068,23.036,21.185,2.015,50.352
1116.795044,0.65,0.645,0.638,0.647,0.638,3.218,0.70549,70.549,27.726,41.161,42.266,51.599,53.742,55.382,1299.872,1269.602,1301.498,1289.413,4.796,2.171,23.036,21.128,2.02,50.12
1116.803433,0.651,0.646,0.64,0.648,0.639,3.224,0.70549,70.549,27.726,41.503,42.198,51.66,53.809,55.47,1300.839,1269.772,1297.62,1284.743,4.795,2.13,23.036,21.124,2.03,49.851
1116.811842,0.65,0.644,0.639,0.647,0.639,3.219,0.70554,70.554,27.731,41.401,42.171,51.625,53.168,55.443,1302.261,1271.48,1295.168,1282.749,4.815,2.149,23.038,21.137,2.014,50.036
1116.820232,0.65,0.645,0.639,0.647,0.639,3.22,0.70549,70.549,27.726,41.229,42.212,51.58,53.756,55.405,1300.668,1270.057,1299.217,1286.565,4.816,2.046,23.038,21.116,2.023,50.143
1116.828621,0.651,0.647,0.64,0.648,0.64,3.226,0.70549,70.549,27.714,41.148,42.25,51.583,53.762,55.42,1299.986,1268.919,1304.692,1292.318,4.797,2.069,23.036,21.194,2.03,50.124
1116.836992,0.65,0.645,0.638,0.646,0.639,3.218,0.70535,70.535,27.706,41.103,42.311,51.607,53.821,55.452,1300.441,1269.772,1302.696,1289.983,4.793,2.194,23.038,21.124,2.031,50.158
1116.845401,0.649,0.644,0.638,0.646,0.638,3.215,0.70549,70.549,27.711,41.27,42.301,51.625,53.88,55.487,1300.612,1270.512,1298.647,1285.369,4.796,2.149,23.036,21.139,2.031,49.945
1116.853772,0.65,0.644,0.638,0.647,0.639,3.218,0.70544,70.544,27.722,41.19,42.296,51.494,53.72,55.29,1299.303,1268.634,1296.08,1283.148,4.795,2.128,23.036,21.172,2.026,50.559
1116.862162,0.649,0.645,0.639,0.647,0.639,3.219,0.70549,70.549,27.719,42.585,42.308,51.566,53.762,55.411,1301.522,1270.797,1294.94,1282.009,4.793,2.128,23.038,21.126,2.03,50.338
1116.87057,0.65,0.645,0.638,0.647,0.639,3.219,0.70549,70.549,27.732,41.342,42.281,51.592,53.797,55.443,1302.09,1271.309,1298.875,1286.338,4.796,2.069,23.038,21.126,2.031,50.032
1116.878941,0.65,0.646,0.639,0.647,0.639,3.221,0.70549,70.549,27.738,41.237,42.23,51.625,53.856,55.505,1302.091,1271.764,1301.612,1289.356,4.795,2.09,23.036,21.187,2.031,49.949
1116.887349,0.65,0.646,0.639,0.646,0.639,3.22,0.70549,70.549,27.74,41.131,42.174,51.551,53.753,55.346,1300.384,1270.114,1304.92,1292.375,4.796,2.091,23.036,21.183,2.033,50.022
1116.895739,0.649,0.645,0.638,0.646,0.639,3.217,0.70549,70.549,27.725,41.437,42.166,51.586,53.762,55.396,1300.327,1270.398,1301.156,1288.274,4.796,2.171,23.036,21.185,2.031,50.31
1116.90411,0.65,0.645,0.638,0.646,0.639,3.218,0.70549,70.549,27.716,41.307,42.235,51.67,53.81,55.405,1300.327,1270.114,1296.936,1284.344,4.794,2.15,23.036,21.13,2.031,50.143
1116.9125,0.649,0.644,0.638,0.646,0.638,3.215,0.70544,70.544,27.723,41.258,42.295,51.666,53.865,55.479,1300.498,1270.911,1294.312,1281.211,4.804,2.149,23.034,21.122,2.033,50.266
1116.92089,0.65,0.644,0.638,0.646,0.639,3.217,0.70549,70.549,27.72,41.081,42.37,51.567,53.488,55.164,1298.109,1268.065,1300.015,1287.705,4.793,2.068,23.036,21.13,2.017,50.882
1116.92928,0.65,0.645,0.639,0.646,0.639,3.219,0.70549,70.549,27.729,41.02,42.328,51.616,53.813,55.426,1300.156,1269.488,1305.433,1292.147,4.796,2.073,22.982,21.13,2.022,50.151
1116.937669,0.65,0.645,0.64,0.647,0.64,3.222,0.70554,70.554,27.717,41.342,42.285,51.625,53.818,55.482,1299.303,1269.09,1300.472,1288.559,4.795,2.171,23.034,21.118,2.028,49.932
1116.946078,0.65,0.646,0.641,0.648,0.64,3.225,0.70549,70.549,27.729,41.19,42.246,51.643,53.81,55.482,1301.351,1270,1295.681,1283.205,4.793,2.15,23.036,21.115,2.028,50.035
1116.954468,0.65,0.645,0.64,0.647,0.639,3.221,0.70549,70.549,27.731,41.52,42.22,51.582,53.699,55.274,1300.612,1269.773,1296.765,1284.344,4.795,2.047,23.034,21.118,2.031,50.511
1116.962858,0.651,0.646,0.641,0.647,0.64,3.225,0.70549,70.549,27.726,41.155,42.178,51.599,53.777,55.42,1299.531,1268.35,1302.296,1290.382,4.796,2.089,23.036,21.128,2.033,50.067
1116.971228,0.65,0.645,0.64,0.647,0.639,3.221,0.70549,70.549,27.72,41.576,42.16,51.597,53.817,55.419,1299.645,1269.147,1305.718,1293.628,4.805,2.097,22.967,21.122,2.032,50.185
1116.979618,0.65,0.644,0.639,0.646,0.639,3.218,0.70549,70.549,27.726,41.36,42.185,51.616,53.877,55.485,1299.758,1269.317,1300.015,1288.16,4.796,2.152,23.038,21.126,2.031,49.972
1116.988008,0.65,0.645,0.64,0.647,0.64,3.222,0.70549,70.549,27.725,41.291,42.198,51.533,53.652,55.183,1300.953,1269.716,1295.795,1283.319,4.795,2.13,23.039,21.12,2.035,50.685
1116.996398,0.65,0.644,0.639,0.646,0.639,3.218,0.70549,70.549,27.723,41.177,42.243,51.573,53.79,55.41,1301.351,1270.455,1295.681,1283.205,4.793,2.047,23.036,21.13,2.035,50.304
1117.004787,0.651,0.646,0.639,0.647,0.64,3.223,0.70549,70.549,27.716,41.075,42.285,51.638,53.823,55.427,1299.133,1268.293,1302.353,1289.926,4.795,2.071,23.039,21.124,2.034,50.192
1117.013177,0.651,0.646,0.639,0.647,0.64,3.223,0.70549,70.549,27.734,41.452,42.293,51.652,53.859,55.482,1299.986,1269.317,1306.631,1294.027,4.795,2.09,23.034,21.128,2.031,49.952
1117.021567,0.649,0.645,0.638,0.646,0.638,3.216,0.70549,70.549,27.734,41.268,42.24,51.687,53.804,55.438,1299.076,1269.09,1298.761,1285.54,4.797,2.151,23.038,21.187,2.031,49.899
1117.029975,0.651,0.646,0.639,0.647,0.639,3.222,0.70549,70.549,27.712,41.266,42.249,51.591,53.418,55.215,1301.351,1270.228,1294.369,1282.009,4.795,2.129,23.036,21.183,2.014,50.701
1117.038346,0.651,0.645,0.639,0.646,0.639,3.22,0.70549,70.549,27.725,41.12,42.23,51.594,53.763,55.371,1300.441,1269.431,1299.844,1286.793,4.797,2.046,23.038,21.113,2.012,50.085
1117.046736,0.651,0.645,0.639,0.646,0.639,3.22,0.70549,70.549,27.732,41.027,42.211,51.626,53.784,55.424,1300.156,1269.716,1304.464,1291.635,4.794,2.091,23.038,21.191,2.014,50.162
1117.055126,0.651,0.646,0.64,0.647,0.639,3.223,0.70549,70.549,27.728,41.696,42.238,51.648,53.835,55.487,1301.465,1269.886,1302.467,1290.04,4.794,2.171,23.038,21.122,2.016,50.14
1117.063516,0.651,0.646,0.64,0.647,0.64,3.224,0.70549,70.549,27.728,41.437,42.305,51.58,53.72,55.31,1301.123,1269.772,1296.651,1284.287,4.795,2.149,23.038,21.183,2.016,50.747
1117.071905,0.651,0.646,0.64,0.647,0.64,3.224,0.70549,70.549,27.722,41.31,42.383,51.631,53.748,55.391,1300.498,1269.659,1294.312,1281.667,4.796,2.112,23.036,21.191,2.016,50.423
1117.080314,0.651,0.646,0.639,0.646,0.639,3.221,0.7054,70.54,27.737,41.161,42.377,51.658,53.798,55.447,1299.246,1269.033,1300.472,1288.616,4.794,2.09,23.036,21.128,2.019,50.468
1117.088704,0.651,0.645,0.639,0.646,0.639,3.22,0.70544,70.544,27.717,41.034,42.422,51.668,53.699,55.478,1300.384,1269.886,1304.635,1292.261,4.794,2.09,23.036,21.124,2.022,50.308
1117.097094,0.65,0.645,0.638,0.646,0.638,3.217,0.70549,70.549,27.722,41.033,42.374,51.608,53.801,55.442,1299.872,1269.431,1302.296,1289.015,4.793,2.171,23.036,21.122,2.027,50.354
1117.105483,0.651,0.647,0.639,0.647,0.64,3.224,0.70549,70.549,27.706,41.224,42.359,51.635,53.822,55.459,1301.579,1269.772,1298.647,1285.825,4.83,2.15,23.036,21.124,2.027,50.248
1117.113854,0.651,0.646,0.639,0.647,0.64,3.223,0.70549,70.549,27.726,41.086,42.267,51.619,53.744,55.488,1299.758,1268.521,1295.339,1282.749,4.793,2.129,23.036,21.13,2.022,49.885
1117.122244,0.651,0.646,0.64,0.647,0.639,3.223,0.70544,70.544,27.717,41.398,42.229,51.598,53.823,55.449,1300.27,1269.374,1296.594,1284.173,4.796,2.09,23.038,21.151,2.025,50.049
1117.130634,0.651,0.646,0.639,0.646,0.639,3.221,0.70549,70.549,27.728,41.264,42.189,51.627,53.525,55.487,1299.076,1268.691,1300.015,1287.705,4.796,2.09,23.038,21.128,2.021,49.919
1117.139042,0.651,0.646,0.64,0.646,0.64,3.223,0.70549,70.549,27.708,41.171,42.204,51.591,53.787,55.433,1300.441,1270.057,1303.38,1290.78,4.796,2.092,23.036,21.187,2.03,50.042
1117.147432,0.651,0.647,0.64,0.647,0.64,3.225,0.70544,70.544,27.719,41.046,42.246,51.633,53.803,55.478,1302.546,1271.764,1305.547,1292.261,4.796,2.091,23.036,21.185,2.03,49.991
1117.155803,0.651,0.646,0.639,0.646,0.64,3.222,0.70549,70.549,27.722,41.365,42.244,51.58,53.383,55.343,1299.303,1269.033,1300.015,1287.648,4.796,2.171,23.036,21.189,2.012,50.086
1117.164211,0.651,0.646,0.639,0.646,0.639,3.221,0.70549,70.549,27.725,41.26,42.247,51.567,53.798,55.403,1299.588,1269.147,1295.168,1282.066,4.795,2.138,23.041,21.185,2.012,50.058
1117.172582,0.65,0.645,0.639,0.645,0.639,3.218,0.7054,70.54,27.728,41.13,42.207,51.572,53.789,55.432,1299.872,1269.659,1298.818,1286.395,4.796,2.047,23.038,21.185,2.013,49.864
1117.180991,0.652,0.646,0.64,0.647,0.64,3.225,0.70554,70.554,27.74,41.533,42.192,51.586,53.833,55.482,1299.531,1268.805,1303.665,1291.806,4.797,2.091,23.038,21.187,2.013,49.924
1117.189362,0.65,0.645,0.638,0.646,0.638,3.217,0.70549,70.549,27.757,41.371,42.157,51.588,53.719,55.368,1300.668,1270.114,1304.407,1291.464,4.795,2.193,23.036,21.191,2.014,49.863
1117.197752,0.651,0.647,0.639,0.647,0.639,3.223,0.70554,70.554,27.731,41.256,42.105,51.622,53.803,55.47,1299.929,1269.317,1298.304,1285.483,4.812,2.149,23.036,21.192,2.012,49.901
1117.20616,0.65,0.646,0.639,0.646,0.639,3.22,0.70549,70.549,27.72,41.212,42.131,51.649,53.825,55.477,1300.498,1270.114,1294.883,1281.553,4.797,2.13,23.039,21.185,2.014,49.777
1117.21455,0.65,0.646,0.639,0.646,0.639,3.22,0.70544,70.544,27.734,41.097,42.148,51.633,53.856,55.511,1299.417,1269.431,1299.844,1286.679,4.793,2.047,23.041,21.132,2.015,49.832
1117.222921,0.65,0.646,0.639,0.647,0.639,3.221,0.70549,70.549,27.738,41.004,42.189,51.588,53.79,55.418,1298.393,1268.748,1304.863,1292.204,4.793,2.069,23.036,21.124,2.014,50.072
1117.231311,0.651,0.646,0.639,0.646,0.639,3.221,0.70544,70.544,27.737,41.305,42.235,51.633,53.817,55.469,1300.27,1269.886,1301.156,1288.73,4.796,2.17,23.038,21.126,2.015,50.163
1117.2397,0.65,0.645,0.638,0.646,0.638,3.217,0.70549,70.549,27.725,41.248,42.261,51.694,53.834,55.492,1300.782,1270.569,1296.137,1282.977,4.795,2.149,23.038,21.126,2.016,49.882
1117.248109,0.651,0.647,0.639,0.648,0.639,3.224,0.70549,70.549,27.728,41.112,42.221,51.686,53.873,55.484,1301.351,1270.683,1295.51,1282.294,4.796,2.045,23.036,21.126,2.021,49.94
1117.256499,0.651,0.646,0.638,0.648,0.639,3.222,0.70549,70.549,27.725,41.585,42.227,51.641,53.813,55.389,1299.133,1268.919,1302.125,1289.584,4.796,2.046,23.038,21.126,2.026,50.177
1117.264888,0.65,0.645,0.637,0.646,0.638,3.216,0.70544,70.544,27.731,41.25,42.178,51.661,53.848,55.48,1300.27,1269.943,1306.46,1293.856,4.797,2.091,23.036,21.126,2.029,49.73
1117.273278,0.65,0.646,0.639,0.647,0.639,3.221,0.70549,70.549,27.726,41.655,42.093,51.664,53.892,55.479,1301.067,1270.342,1298.989,1286.508,4.793,2.148,23.038,21.12,2.031,49.664
1117.281668,0.65,0.646,0.638,0.647,0.639,3.22,0.70549,70.549,27.738,41.531,42.05,51.65,53.84,55.397,1299.189,1268.919,1294.369,1282.066,4.795,2.13,23.036,21.124,2.031,49.79
1117.290058,0.649,0.645,0.637,0.646,0.638,3.215,0.70549,70.549,27.72,41.363,42.047,51.666,53.897,55.484,1299.929,1270.114,1300.015,1287.762,4.799,2.046,23.036,21.124,2.032,49.698
1117.298429,0.65,0.646,0.638,0.647,0.638,3.219,0.70549,70.549,27.729,41.256,42.137,51.643,53.7,55.276,1300.1,1269.659,1305.376,1292.261,4.795,2.091,23.036,21.12,2.03,50.428
1117.306837,0.649,0.646,0.638,0.647,0.638,3.218,0.70549,70.549,27.719,41.219,42.215,51.68,53.855,55.469,1299.189,1269.203,1301.156,1287.989,4.812,2.171,23.038,21.13,2.031,49.898
1117.315208,0.65,0.646,0.639,0.647,0.639,3.221,0.70544,70.544,27.723,41.115,42.237,51.692,53.897,55.451,1299.645,1269.772,1296.594,1283.148,4.794,2.13,23.036,21.12,2.029,49.984
1117.323617,0.65,0.646,0.639,0.647,0.639,3.221,0.70549,70.549,27.725,41.114,42.226,51.753,53.899,55.492,1300.555,1269.829,1295.225,1281.667,4.793,2.068,23.036,21.13,2.031,49.786
1117.331988,0.65,0.646,0.639,0.647,0.639,3.221,0.70549,70.549,27.738,41.367,42.212,51.691,53.836,55.37,1299.474,1269.147,1301.099,1288.673,4.795,2.091,23.036,21.189,2.031,50.261
1117.340378,0.65,0.647,0.639,0.648,0.639,3.223,0.70559,70.559,27.734,41.235,42.224,51.708,53.889,55.47,1301.18,1270.057,1304.464,1291.407,4.794,2.09,23.038,21.128,2.034,50.132
1117.348786,0.651,0.647,0.639,0.648,0.64,3.225,0.70544,70.544,27.719,41.196,42.206,51.734,53.549,55.449,1299.133,1268.634,1304.064,1291.065,4.794,2.171,23.032,21.189,2.016,49.952
1117.357157,0.65,0.644,0.638,0.646,0.638,3.216,0.70549,70.549,27.722,41.809,42.174,51.677,53.835,55.437,1299.872,1269.659,1298.875,1285.483,4.797,2.15,23.038,21.128,2.027,50.056
1117.365566,0.651,0.647,0.64,0.648,0.64,3.226,0.70549,70.549,27.723,41.349,42.169,51.658,53.831,55.48,1299.872,1268.634,1295.909,1283.034,4.795,2.129,23.039,21.128,2.032,49.867
1117.373955,0.65,0.645,0.638,0.647,0.638,3.218,0.70549,70.549,27.714,41.243,42.157,51.547,53.655,55.195,1300.327,1269.829,1295.168,1282.237,4.793,2.091,23.036,21.116,2.031,50.56
1117.382326,0.65,0.646,0.639,0.647,0.638,3.22,0.70549,70.549,27.719,41.137,42.224,51.587,53.762,55.408,1300.839,1269.659,1300.015,1286.679,4.795,2.09,23.036,21.122,2.033,50.184
1117.390735,0.65,0.646,0.639,0.647,0.639,3.221,0.70549,70.549,27.72,42.483,42.305,51.568,53.779,55.405,1300.213,1270.114,1302.41,1289.584,4.795,2.09,23.036,21.13,2.034,50.24
1117.399124,0.651,0.646,0.64,0.647,0.639,3.223,0.70549,70.549,27.729,41.309,42.316,51.663,53.838,55.437,1299.303,1269.147,1305.718,1293.173,4.795,2.09,23.036,21.192,2.033,50.119
1117.407514,0.651,0.647,0.64,0.647,0.639,3.224,0.70549,70.549,27.734,41.242,42.324,51.682,53.843,55.506,1301.522,1270.626,1300.015,1287.306,4.796,2.149,23.036,21.113,2.029,50.005
1117.415885,0.65,0.646,0.639,0.647,0.639,3.221,0.70549,70.549,27.709,42.311,42.324,51.605,53.774,55.341,1300.896,1270.911,1296.765,1283.433,4.815,2.128,23.003,21.189,2.029,50.37
1117.424275,0.651,0.646,0.639,0.647,0.639,3.222,0.70549,70.549,27.717,41.404,42.275,51.612,53.776,55.407,1300.839,1270.057,1294.483,1282.009,4.795,2.15,23.036,21.189,2.032,50.183
1117.432665,0.651,0.646,0.639,0.647,0.639,3.222,0.70549,70.549,27.732,41.265,42.278,51.622,53.824,55.444,1301.237,1270.512,1300.015,1287.819,4.795,2.049,23.036,21.17,2.032,50.136
1117.441073,0.651,0.645,0.639,0.646,0.639,3.22,0.70549,70.549,27.708,41.181,42.224,51.63,53.437,55.458,1297.142,1267.439,1305.718,1293.401,4.795,2.091,23.038,21.124,2.026,49.811
1117.449463,0.651,0.646,0.639,0.646,0.639,3.221,0.70549,70.549,27.737,41.471,42.186,51.581,53.759,55.367,1302.261,1271.48,1300.643,1287.989,4.795,2.171,23.038,21.134,2.031,50.171
1117.457834,0.651,0.645,0.638,0.647,0.639,3.22,0.70549,70.549,27.726,41.267,42.188,51.597,53.74,55.413,1300.327,1270.114,1297.734,1284.857,4.795,2.149,23.112,21.12,2.031,49.996
1117.466242,0.65,0.645,0.639,0.646,0.639,3.219,0.70549,70.549,27.723,41.146,42.249,51.593,53.792,55.429,1300.668,1269.886,1295.111,1282.009,4.795,2.13,23.036,21.185,2.032,50.088
1117.474632,0.65,0.645,0.638,0.646,0.638,3.217,0.70554,70.554,27.72,41.027,42.31,51.614,53.86,55.477,1301.408,1271.138,1298.761,1285.312,4.794,2.047,23.036,21.189,2.031,50.091
1117.483022,0.65,0.646,0.639,0.646,0.639,3.22,0.70549,70.549,27.716,40.948,42.359,51.518,53.652,55.189,1298.507,1268.805,1303.437,1290.325,4.793,2.091,23.036,21.126,2.032,50.708
1117.491412,0.65,0.644,0.638,0.646,0.639,3.217,0.70544,70.544,27.729,41.206,42.353,51.561,53.79,55.424,1300.668,1270.797,1304.635,1292.318,4.795,2.171,23.036,21.12,2.032,50.139
1117.499783,0.649,0.644,0.638,0.646,0.638,3.215,0.70554,70.554,27.737,41.187,42.334,51.563,53.801,55.447,1300.839,1270.398,1298.761,1285.54,4.815,2.149,23.038,21.194,2.035,50.131
1117.508191,0.651,0.646,0.639,0.647,0.639,3.222,0.70549,70.549,27.725,41.367,42.292,51.629,53.837,55.492,1301.522,1270.569,1295.51,1282.521,4.815,2.138,23.036,21.192,2.033,49.831
1117.516563,0.65,0.645,0.638,0.646,0.639,3.218,0.70544,70.544,27.737,41.245,42.22,51.655,53.485,55.503,1300.668,1270.797,1294.883,1282.009,4.796,2.046,23.036,21.198,2.028,49.777
1117.524952,0.651,0.646,0.639,0.647,0.64,3.223,0.70549,70.549,27.741,41.131,42.197,51.558,53.778,55.359,1301.067,1270.171,1303.437,1290.553,4.795,2.047,23.036,21.132,2.035,50.213
1117.533342,0.65,0.645,0.638,0.647,0.639,3.219,0.70549,70.549,27.741,41.409,42.177,51.534,53.745,55.368,1298.848,1268.634,1304.578,1291.635,4.794,2.192,23.036,21.118,2.035,50.088
1117.541732,0.649,0.644,0.638,0.646,0.638,3.215,0.70554,70.554,27.738,41.342,42.195,51.667,53.801,55.423,1300.953,1269.829,1296.651,1283.547,4.794,2.171,23.036,21.139,2.035,50.146
1117.550121,0.65,0.646,0.639,0.647,0.639,3.221,0.70549,70.549,27.741,41.167,42.282,51.676,53.854,55.464,1302.147,1271.423,1295.624,1283.091,4.795,2.046,23.036,21.189,2.037,50.022
1117.55853,0.65,0.646,0.639,0.647,0.64,3.222,0.70549,70.549,27.732,41.069,42.281,51.599,53.668,55.35,1301.465,1270.967,1302.867,1290.382,4.797,2.068,23.036,21.183,2.035,50.342
1117.56692,0.649,0.645,0.638,0.646,0.639,3.217,0.70544,70.544,27.74,41.361,42.333,51.658,53.84,55.498,1301.18,1270.797,1305.262,1293.002,4.797,2.162,23.036,21.194,2.035,49.958
1117.575291,0.65,0.647,0.639,0.647,0.64,3.223,0.70549,70.549,27.716,41.429,42.278,51.673,53.842,55.485,1301.01,1270.285,1324.652,1310.944,4.793,2.305,23.038,21.124,2.035,49.882
1117.583699,0.65,0.646,0.638,0.646,0.639,3.219,0.70544,70.544,27.729,41.298,42.273,51.667,53.842,55.476,1298.678,1268.748,1290.891,1278.307,4.794,2.212,23.036,21.128,2.035,50.087
1117.59207,0.649,0.645,0.639,0.646,0.639,3.218,0.70549,70.549,27.738,41.474,42.249,51.51,53.612,55.101,1298.791,1269.09,1300.015,1287.021,4.796,2.012,23.036,21.122,2.029,50.796
1117.600479,0.651,0.647,0.64,0.647,0.64,3.225,0.70549,70.549,27.743,41.373,42.209,51.555,53.719,55.412,1300.668,1269.431,1307.828,1294.54,4.797,2.129,23.038,21.128,2.031,49.95
1117.608868,0.65,0.646,0.639,0.646,0.639,3.22,0.70544,70.544,27.729,41.265,42.105,51.569,53.774,55.414,1300.896,1270,1298.704,1285.483,4.795,2.171,23.036,21.147,2.031,49.639
1117.617239,0.65,0.646,0.638,0.646,0.639,3.219,0.70554,70.554,27.738,41.173,42.088,51.593,53.81,55.442,1299.758,1269.488,1294.198,1280.984,4.794,2.128,23.036,21.122,2.034,49.881
1117.625629,0.65,0.646,0.639,0.646,0.639,3.22,0.70549,70.549,27.741,41.373,42.165,51.638,53.854,55.474,1299.531,1269.203,1300.472,1288.046,4.796,2.047,23.038,21.13,2.031,49.852
1117.634038,0.65,0.646,0.638,0.646,0.639,3.219,0.70549,70.549,27.738,41.26,42.233,51.661,53.837,55.474,1299.701,1269.659,1305.49,1292.375,4.793,2.091,23.036,21.134,2.031,49.914
1117.642428,0.65,0.646,0.638,0.645,0.639,3.218,0.70549,70.549,27.732,41.215,42.275,51.472,53.598,55.064,1300.839,1270,1300.072,1287.648,4.794,2.15,23.036,21.126,2.026,51.071
1117.650799,0.65,0.646,0.638,0.646,0.639,3.219,0.70549,70.549,27.722,41.114,42.299,51.549,53.668,55.38,1300.555,1269.545,1297.107,1283.148,4.795,2.13,23.036,21.132,2.032,50.108
1117.659188,0.649,0.646,0.638,0.646,0.639,3.218,0.70549,70.549,27.72,41.048,42.261,51.543,53.716,55.38,1299.872,1270,1294.769,1280.87,4.794,2.128,23.038,21.126,2.034,50.278
1117.667596,0.65,0.647,0.639,0.647,0.64,3.223,0.70544,70.544,27.74,41.238,42.255,51.566,53.777,55.435,1301.067,1269.602,1299.046,1285.54,4.795,2.069,23.036,21.126,2.034,49.978
1117.675968,0.649,0.646,0.638,0.646,0.639,3.218,0.70544,70.544,27.738,41.149,42.22,51.653,53.828,55.492,1301.067,1270.683,1303.437,1290.097,4.796,2.091,23.038,21.126,2.034,49.898
1117.684358,0.651,0.647,0.639,0.647,0.64,3.224,0.70549,70.549,27.743,41.409,42.185,51.627,53.755,55.46,1299.246,1268.919,1304.635,1292.09,4.797,2.15,23.036,21.12,2.033,49.836
