U1 (V);U2 (V);U3 (V);U4 (V);U5 (V);Ustack (V);I (A);J (A/cm²)
0.739;0.735;0.736;0.737;0.732;3.637;43.785;0.43785
0.739;0.735;0.736;0.737;0.733;3.639;43.766;0.43766
0.739;0.735;0.736;0.737;0.733;3.639;43.727;0.43727
0.739;0.735;0.736;0.737;0.732;3.639;43.712;0.43712
0.739;0.735;0.736;0.737;0.732;3.639;43.712;0.43712
0.739;0.735;0.736;0.737;0.733;3.64;43.688;0.43688
0.739;0.735;0.737;0.737;0.733;3.64;43.668;0.43668
0.739;0.735;0.736;0.737;0.733;3.64;43.614;0.43614
0.739;0.735;0.736;0.737;0.733;3.64;43.595;0.43595
0.739;0.735;0.736;0.737;0.733;3.641;43.609;0.43609
0.739;0.736;0.737;0.737;0.733;3.64;43.595;0.43595
0.739;0.736;0.736;0.737;0.733;3.641;43.585;0.43585
0.739;0.736;0.737;0.737;0.733;3.641;43.551;0.43551
0.739;0.736;0.737;0.737;0.733;3.641;43.502;0.43502
0.739;0.736;0.737;0.737;0.733;3.642;43.478;0.43478
0.739;0.736;0.737;0.738;0.733;3.642;43.492;0.43492
0.739;0.736;0.737;0.738;0.733;3.641;43.492;0.43492
0.739;0.736;0.737;0.738;0.733;3.642;43.443;0.43443
0.739;0.736;0.737;0.737;0.733;3.642;43.399;0.43399
0.739;0.736;0.737;0.738;0.733;3.642;43.404;0.43404
0.74;0.736;0.737;0.738;0.733;3.643;43.385;0.43385
0.74;0.736;0.737;0.738;0.733;3.644;43.375;0.43375
0.74;0.736;0.737;0.738;0.733;3.645;43.302;0.43302
0.74;0.736;0.737;0.738;0.733;3.645;43.307;0.43307
0.74;0.736;0.737;0.738;0.733;3.644;43.292;0.43292
0.74;0.736;0.737;0.738;0.733;3.644;43.277;0.43277
0.74;0.736;0.737;0.738;0.733;3.644;43.297;0.43297
0.74;0.736;0.737;0.738;0.733;3.644;43.253;0.43253
0.74;0.736;0.737;0.738;0.733;3.646;43.199;0.43199
0.74;0.737;0.737;0.738;0.734;3.645;43.199;0.43199
0.74;0.736;0.737;0.738;0.734;3.646;43.18;0.4318
0.74;0.737;0.737;0.738;0.734;3.646;43.15;0.4315
0.74;0.737;0.737;0.738;0.734;3.646;43.111;0.43111
0.74;0.737;0.737;0.738;0.734;3.646;43.102;0.43102
0.74;0.737;0.738;0.738;0.734;3.646;43.092;0.43092
0.74;0.737;0.738;0.738;0.734;3.646;43.087;0.43087
0.74;0.737;0.738;0.738;0.734;3.646;43.092;0.43092
0.74;0.737;0.738;0.738;0.734;3.646;43.048;0.43048
0.74;0.737;0.738;0.738;0.734;3.646;42.994;0.42994
0.74;0.737;0.738;0.738;0.734;3.647;43.004;0.43004
0.74;0.737;0.738;0.738;0.734;3.649;42.989;0.42989
0.74;0.737;0.738;0.738;0.734;3.648;42.95;0.4295
0.74;0.737;0.738;0.738;0.734;3.648;42.911;0.42911
0.74;0.738;0.738;0.738;0.734;3.647;42.911;0.42911
0.74;0.738;0.738;0.738;0.734;3.647;42.887;0.42887
0.74;0.738;0.738;0.739;0.734;3.648;42.896;0.42896
0.741;0.738;0.738;0.738;0.734;3.65;42.862;0.42862
0.741;0.738;0.738;0.738;0.734;3.65;42.808;0.42808
0.741;0.738;0.738;0.739;0.734;3.651;42.804;0.42804
0.741;0.738;0.738;0.739;0.734;3.65;42.779;0.42779
0.741;0.738;0.738;0.739;0.735;3.65;42.794;0.42794
0.74;0.738;0.738;0.739;0.734;3.651;42.75;0.4275
0.741;0.738;0.738;0.739;0.735;3.649;42.716;0.42716
0.741;0.738;0.738;0.739;0.735;3.651;42.711;0.42711
0.741;0.738;0.738;0.739;0.735;3.651;42.696;0.42696
0.741;0.738;0.738;0.739;0.735;3.651;42.682;0.42682
0.741;0.738;0.739;0.739;0.735;3.651;42.647;0.42647
0.741;0.738;0.739;0.739;0.735;3.651;42.608;0.42608
0.741;0.738;0.739;0.739;0.735;3.652;42.613;0.42613
0.741;0.738;0.739;0.739;0.735;3.651;42.589;0.42589
0.741;0.738;0.739;0.739;0.735;3.652;42.579;0.42579
0.741;0.738;0.739;0.739;0.735;3.651;42.579;0.42579
0.741;0.739;0.739;0.739;0.735;3.651;42.545;0.42545
0.741;0.738;0.739;0.739;0.736;3.652;42.501;0.42501
0.741;0.739;0.739;0.739;0.736;3.652;42.471;0.42471
0.742;0.739;0.739;0.739;0.736;3.652;42.457;0.42457
0.742;0.739;0.739;0.739;0.736;3.653;42.418;0.42418
0.741;0.739;0.739;0.739;0.735;3.653;42.418;0.42418
0.742;0.739;0.739;0.739;0.735;3.655;42.413;0.42413
0.742;0.739;0.739;0.739;0.736;3.655;42.354;0.42354
0.741;0.739;0.739;0.739;0.736;3.655;42.364;0.42364
0.742;0.739;0.739;0.74;0.736;3.655;42.349;0.42349
0.742;0.739;0.739;0.739;0.736;3.656;42.315;0.42315
0.742;0.739;0.739;0.74;0.736;3.657;42.32;0.4232
0.742;0.739;0.739;0.74;0.736;3.656;42.276;0.42276
0.742;0.739;0.739;0.739;0.736;3.656;42.257;0.42257
0.742;0.739;0.739;0.74;0.736;3.656;42.247;0.42247
0.742;0.739;0.739;0.74;0.736;3.657;42.222;0.42222
0.742;0.739;0.739;0.74;0.736;3.657;42.203;0.42203
0.742;0.739;0.74;0.74;0.736;3.657;42.174;0.42174
0.742;0.739;0.74;0.74;0.736;3.657;42.164;0.42164
0.742;0.739;0.74;0.74;0.736;3.657;42.125;0.42125
0.742;0.739;0.74;0.74;0.736;3.657;42.125;0.42125
0.742;0.739;0.74;0.74;0.736;3.657;42.12;0.4212
0.742;0.739;0.74;0.74;0.736;3.657;42.1;0.421
0.742;0.739;0.74;0.74;0.736;3.657;42.071;0.42071
0.742;0.739;0.74;0.74;0.736;3.657;42.051;0.42051
0.742;0.739;0.74;0.74;0.736;3.657;42.027;0.42027
0.742;0.739;0.74;0.74;0.736;3.657;42.012;0.42012
0.742;0.739;0.74;0.74;0.737;3.657;41.968;0.41968
0.742;0.739;0.74;0.74;0.737;3.657;41.964;0.41964
0.743;0.74;0.74;0.74;0.737;3.658;41.929;0.41929
0.742;0.74;0.74;0.74;0.737;3.658;41.924;0.41924
0.743;0.74;0.74;0.74;0.737;3.659;41.924;0.41924
0.743;0.74;0.74;0.74;0.737;3.659;41.876;0.41876
0.743;0.74;0.74;0.74;0.737;3.659;41.851;0.41851
0.743;0.74;0.74;0.74;0.737;3.66;41.856;0.41856
0.743;0.74;0.74;0.74;0.737;3.661;41.832;0.41832
0.743;0.74;0.74;0.74;0.737;3.66;41.832;0.41832
0.743;0.74;0.74;0.741;0.737;3.661;41.812;0.41812
0.743;0.74;0.741;0.741;0.737;3.661;41.758;0.41758
0.743;0.74;0.741;0.741;0.737;3.662;41.734;0.41734
0.743;0.74;0.741;0.741;0.737;3.662;41.734;0.41734
0.743;0.74;0.74;0.74;0.737;3.662;41.724;0.41724
0.743;0.74;0.741;0.741;0.737;3.661;41.714;0.41714
0.743;0.74;0.741;0.741;0.737;3.662;41.675;0.41675
0.743;0.74;0.741;0.741;0.737;3.662;41.666;0.41666
0.743;0.74;0.741;0.741;0.737;3.662;41.631;0.41631
0.743;0.74;0.741;0.741;0.737;3.662;41.607;0.41607
0.743;0.74;0.741;0.741;0.737;3.663;41.573;0.41573
0.743;0.74;0.741;0.741;0.737;3.662;41.548;0.41548
0.743;0.74;0.741;0.741;0.737;3.664;41.548;0.41548
0.743;0.741;0.741;0.741;0.737;3.664;41.539;0.41539
0.743;0.741;0.741;0.741;0.738;3.663;41.529;0.41529
0.743;0.741;0.741;0.741;0.738;3.664;41.475;0.41475
0.743;0.741;0.741;0.741;0.737;3.664;41.461;0.41461
0.743;0.741;0.741;0.741;0.738;3.664;41.441;0.41441
0.743;0.741;0.741;0.741;0.738;3.663;41.446;0.41446
0.743;0.741;0.741;0.741;0.738;3.664;41.426;0.41426
0.743;0.741;0.741;0.741;0.738;3.665;41.373;0.41373
0.744;0.741;0.741;0.742;0.738;3.666;41.348;0.41348
0.744;0.741;0.741;0.741;0.738;3.666;41.338;0.41338
0.744;0.741;0.741;0.742;0.738;3.667;41.319;0.41319
0.744;0.741;0.742;0.742;0.738;3.667;41.26;0.4126
0.744;0.741;0.742;0.742;0.738;3.667;41.255;0.41255
0.744;0.741;0.742;0.742;0.738;3.668;41.255;0.41255
0.744;0.741;0.741;0.741;0.738;3.666;41.26;0.4126
0.744;0.741;0.742;0.742;0.738;3.668;41.241;0.41241
0.744;0.741;0.742;0.742;0.738;3.668;41.221;0.41221
0.744;0.741;0.742;0.742;0.738;3.668;41.163;0.41163
0.744;0.741;0.742;0.742;0.738;3.667;41.167;0.41167
0.744;0.741;0.742;0.742;0.738;3.668;41.148;0.41148
0.744;0.741;0.742;0.742;0.738;3.668;41.114;0.41114
0.744;0.741;0.742;0.742;0.738;3.668;41.07;0.4107
0.744;0.741;0.742;0.742;0.739;3.668;41.055;0.41055
0.744;0.741;0.742;0.742;0.738;3.668;41.055;0.41055
0.744;0.741;0.742;0.742;0.739;3.668;41.05;0.4105
0.744;0.741;0.742;0.742;0.739;3.67;41.026;0.41026
0.744;0.742;0.742;0.742;0.739;3.668;41.016;0.41016
0.744;0.742;0.742;0.742;0.739;3.668;40.967;0.40967
0.744;0.742;0.742;0.743;0.739;3.669;40.943;0.40943
0.744;0.742;0.742;0.742;0.739;3.67;40.943;0.40943
0.744;0.742;0.742;0.743;0.739;3.671;40.894;0.40894
0.744;0.742;0.742;0.743;0.739;3.672;40.86;0.4086
0.744;0.742;0.742;0.743;0.739;3.671;40.86;0.4086
0.744;0.742;0.742;0.743;0.739;3.671;40.855;0.40855
0.745;0.742;0.742;0.743;0.739;3.671;40.85;0.4085
0.744;0.742;0.742;0.743;0.739;3.672;40.811;0.40811
0.745;0.743;0.743;0.743;0.739;3.673;40.801;0.40801
0.745;0.742;0.743;0.743;0.739;3.672;40.757;0.40757
0.745;0.742;0.743;0.743;0.739;3.673;40.762;0.40762
0.745;0.742;0.743;0.743;0.739;3.673;40.752;0.40752
0.745;0.742;0.743;0.743;0.739;3.673;40.738;0.40738
0.745;0.742;0.743;0.743;0.739;3.673;40.699;0.40699
0.745;0.742;0.743;0.743;0.739;3.673;40.664;0.40664
0.745;0.742;0.743;0.743;0.739;3.673;40.66;0.4066
0.745;0.742;0.743;0.743;0.739;3.673;40.63;0.4063
0.745;0.742;0.743;0.743;0.739;3.674;40.591;0.40591
0.745;0.742;0.743;0.743;0.74;3.673;40.572;0.40572
0.745;0.742;0.743;0.743;0.74;3.674;40.567;0.40567
0.745;0.742;0.743;0.743;0.74;3.673;40.567;0.40567
0.745;0.742;0.743;0.743;0.74;3.674;40.557;0.40557
0.745;0.742;0.743;0.743;0.74;3.674;40.518;0.40518
0.745;0.743;0.743;0.743;0.74;3.675;40.498;0.40498
0.745;0.743;0.743;0.744;0.74;3.676;40.464;0.40464
0.745;0.743;0.743;0.744;0.74;3.676;40.459;0.40459
0.746;0.743;0.744;0.744;0.74;3.676;40.41;0.4041
0.746;0.743;0.744;0.744;0.74;3.676;40.401;0.40401
0.746;0.743;0.744;0.744;0.74;3.677;40.367;0.40367
0.746;0.743;0.744;0.744;0.74;3.678;40.367;0.40367
0.746;0.743;0.744;0.744;0.74;3.678;40.357;0.40357
0.746;0.743;0.744;0.744;0.74;3.678;40.313;0.40313
0.746;0.743;0.744;0.744;0.74;3.678;40.303;0.40303
0.746;0.744;0.744;0.744;0.74;3.678;40.274;0.40274
0.746;0.743;0.744;0.744;0.74;3.678;40.264;0.40264
0.746;0.743;0.744;0.744;0.74;3.679;40.264;0.40264
0.746;0.744;0.744;0.744;0.741;3.679;40.23;0.4023
0.746;0.744;0.744;0.744;0.74;3.679;40.235;0.40235
0.746;0.744;0.744;0.744;0.741;3.678;40.2;0.402
0.746;0.744;0.744;0.744;0.741;3.679;40.166;0.40166
0.746;0.744;0.744;0.744;0.741;3.68;40.127;0.40127
0.746;0.744;0.744;0.744;0.741;3.68;40.122;0.40122
0.746;0.744;0.745;0.745;0.741;3.68;40.098;0.40098
0.746;0.744;0.744;0.744;0.741;3.682;40.073;0.40073
0.747;0.744;0.744;0.744;0.741;3.682;40.054;0.40054
0.747;0.744;0.745;0.745;0.741;3.682;40.015;0.40015
0.747;0.744;0.745;0.744;0.741;3.683;40.01;0.4001
0.747;0.744;0.745;0.745;0.741;3.683;39.986;0.39986
0.747;0.744;0.745;0.745;0.741;3.684;39.976;0.39976
0.747;0.744;0.745;0.745;0.741;3.683;39.986;0.39986
0.747;0.744;0.745;0.745;0.741;3.683;39.956;0.39956
0.747;0.744;0.745;0.745;0.741;3.684;39.927;0.39927
0.747;0.744;0.745;0.745;0.742;3.684;39.922;0.39922
0.747;0.744;0.745;0.745;0.742;3.683;39.903;0.39903
0.747;0.744;0.745;0.745;0.742;3.684;39.863;0.39863
0.748;0.744;0.745;0.745;0.742;3.685;39.844;0.39844
0.748;0.745;0.745;0.745;0.742;3.684;39.844;0.39844
0.748;0.745;0.745;0.745;0.742;3.684;39.82;0.3982
0.748;0.744;0.745;0.745;0.742;3.684;39.815;0.39815
0.748;0.745;0.745;0.745;0.742;3.685;39.771;0.39771
0.748;0.745;0.745;0.745;0.742;3.684;39.761;0.39761
0.748;0.745;0.745;0.745;0.742;3.686;39.693;0.39693
0.748;0.745;0.745;0.745;0.742;3.687;39.688;0.39688
0.748;0.745;0.745;0.745;0.742;3.685;39.683;0.39683
0.748;0.745;0.746;0.745;0.742;3.686;39.683;0.39683
0.748;0.745;0.746;0.745;0.742;3.688;39.663;0.39663
0.748;0.745;0.745;0.745;0.742;3.686;39.614;0.39614
0.748;0.745;0.745;0.745;0.742;3.688;39.585;0.39585
0.748;0.745;0.746;0.745;0.742;3.689;39.57;0.3957
0.748;0.745;0.746;0.745;0.742;3.689;39.57;0.3957
0.748;0.745;0.746;0.745;0.743;3.689;39.517;0.39517
0.748;0.745;0.746;0.745;0.742;3.689;39.512;0.39512
0.748;0.745;0.746;0.745;0.742;3.689;39.502;0.39502
0.748;0.745;0.746;0.746;0.742;3.689;39.507;0.39507
0.749;0.746;0.746;0.746;0.743;3.689;39.458;0.39458
0.749;0.746;0.746;0.746;0.743;3.689;39.424;0.39424
0.749;0.746;0.746;0.746;0.743;3.689;39.399;0.39399
0.748;0.746;0.746;0.746;0.743;3.689;39.399;0.39399
0.749;0.746;0.746;0.746;0.743;3.689;39.375;0.39375
0.749;0.746;0.746;0.746;0.743;3.69;39.346;0.39346
0.749;0.746;0.747;0.746;0.743;3.689;39.302;0.39302
0.749;0.746;0.747;0.746;0.743;3.69;39.307;0.39307
0.749;0.746;0.747;0.746;0.743;3.69;39.312;0.39312
0.749;0.746;0.747;0.746;0.743;3.689;39.292;0.39292
0.749;0.746;0.747;0.746;0.743;3.691;39.243;0.39243
0.749;0.746;0.747;0.746;0.743;3.692;39.209;0.39209
0.749;0.746;0.747;0.746;0.743;3.693;39.204;0.39204
0.749;0.746;0.747;0.746;0.743;3.693;39.194;0.39194
0.749;0.746;0.747;0.746;0.743;3.692;39.18;0.3918
0.749;0.746;0.747;0.746;0.743;3.693;39.16;0.3916
0.749;0.746;0.747;0.747;0.743;3.694;39.102;0.39102
0.749;0.746;0.747;0.746;0.743;3.694;39.102;0.39102
0.749;0.746;0.747;0.747;0.744;3.694;39.077;0.39077
0.749;0.746;0.747;0.747;0.743;3.694;39.082;0.39082
0.749;0.747;0.747;0.746;0.744;3.694;39.077;0.39077
0.749;0.747;0.747;0.747;0.744;3.693;39.043;0.39043
0.749;0.746;0.747;0.746;0.744;3.695;39.028;0.39028
0.749;0.747;0.747;0.747;0.744;3.695;38.994;0.38994
0.749;0.747;0.747;0.747;0.744;3.695;38.965;0.38965
0.749;0.747;0.747;0.747;0.744;3.695;38.955;0.38955
0.749;0.746;0.747;0.747;0.744;3.695;38.921;0.38921
0.75;0.747;0.747;0.747;0.744;3.695;38.892;0.38892
0.749;0.747;0.747;0.747;0.744;3.695;38.882;0.38882
0.749;0.747;0.747;0.747;0.744;3.695;38.877;0.38877
0.75;0.747;0.747;0.747;0.744;3.695;38.852;0.38852
0.75;0.747;0.747;0.747;0.744;3.696;38.804;0.38804
0.75;0.747;0.748;0.747;0.744;3.696;38.799;0.38799
0.75;0.747;0.748;0.747;0.744;3.695;38.774;0.38774
0.75;0.747;0.748;0.748;0.744;3.697;38.769;0.38769
0.75;0.747;0.748;0.747;0.744;3.697;38.745;0.38745
0.75;0.747;0.748;0.748;0.744;3.698;38.716;0.38716
0.75;0.747;0.748;0.748;0.744;3.699;38.706;0.38706
0.75;0.747;0.748;0.748;0.744;3.699;38.682;0.38682
0.75;0.747;0.748;0.748;0.744;3.698;38.691;0.38691
0.75;0.747;0.748;0.748;0.744;3.7;38.652;0.38652
0.75;0.747;0.748;0.748;0.744;3.7;38.608;0.38608
0.75;0.747;0.748;0.748;0.744;3.7;38.618;0.38618
0.75;0.747;0.748;0.748;0.744;3.699;38.603;0.38603
0.75;0.747;0.748;0.748;0.745;3.7;38.574;0.38574
0.75;0.747;0.748;0.748;0.745;3.7;38.54;0.3854
0.75;0.748;0.748;0.748;0.745;3.7;38.515;0.38515
0.75;0.748;0.748;0.748;0.745;3.7;38.506;0.38506
0.75;0.748;0.748;0.748;0.745;3.7;38.472;0.38472
0.75;0.748;0.748;0.748;0.745;3.7;38.501;0.38501
0.75;0.748;0.748;0.748;0.745;3.7;38.437;0.38437
0.75;0.748;0.748;0.748;0.745;3.7;38.418;0.38418
0.751;0.748;0.748;0.748;0.745;3.701;38.408;0.38408
0.75;0.748;0.749;0.748;0.745;3.701;38.374;0.38374
0.751;0.748;0.748;0.748;0.745;3.701;38.364;0.38364
0.751;0.748;0.749;0.748;0.745;3.701;38.374;0.38374
0.751;0.748;0.748;0.748;0.745;3.702;38.34;0.3834
0.751;0.748;0.749;0.749;0.745;3.701;38.305;0.38305
0.751;0.748;0.749;0.749;0.745;3.702;38.276;0.38276
0.751;0.748;0.749;0.749;0.745;3.702;38.262;0.38262
0.751;0.748;0.748;0.749;0.745;3.702;38.271;0.38271
0.751;0.748;0.749;0.749;0.745;3.702;38.218;0.38218
0.751;0.749;0.749;0.749;0.745;3.703;38.213;0.38213
0.751;0.748;0.749;0.749;0.745;3.703;38.213;0.38213
0.751;0.748;0.749;0.749;0.745;3.704;38.169;0.38169
0.751;0.749;0.749;0.749;0.745;3.704;38.139;0.38139
0.751;0.749;0.749;0.749;0.746;3.705;38.12;0.3812
0.751;0.749;0.749;0.749;0.746;3.705;38.11;0.3811
0.751;0.748;0.749;0.749;0.746;3.705;38.071;0.38071
0.751;0.748;0.749;0.749;0.746;3.705;38.076;0.38076
0.751;0.749;0.749;0.749;0.746;3.705;38.047;0.38047
0.751;0.749;0.749;0.749;0.746;3.706;38.027;0.38027
0.751;0.749;0.749;0.749;0.746;3.705;37.998;0.37998
0.751;0.749;0.749;0.749;0.746;3.706;37.968;0.37968
0.751;0.749;0.749;0.749;0.746;3.705;37.959;0.37959
0.751;0.749;0.749;0.749;0.746;3.706;37.973;0.37973
0.751;0.749;0.749;0.749;0.746;3.706;37.925;0.37925
0.752;0.749;0.749;0.75;0.746;3.706;37.91;0.3791
0.751;0.749;0.749;0.75;0.747;3.708;37.866;0.37866
0.752;0.749;0.75;0.75;0.746;3.707;37.861;0.37861
0.752;0.749;0.75;0.75;0.747;3.709;37.827;0.37827
0.752;0.749;0.75;0.75;0.747;3.708;37.827;0.37827
0.752;0.749;0.75;0.75;0.747;3.709;37.827;0.37827
0.752;0.749;0.75;0.75;0.746;3.709;37.812;0.37812
0.752;0.749;0.75;0.75;0.747;3.709;37.754;0.37754
0.752;0.749;0.75;0.75;0.747;3.711;37.719;0.37719
0.752;0.75;0.75;0.75;0.747;3.71;37.734;0.37734
0.752;0.75;0.75;0.75;0.747;3.71;37.729;0.37729
0.752;0.75;0.75;0.75;0.747;3.711;37.675;0.37675
0.752;0.75;0.75;0.75;0.747;3.711;37.675;0.37675
0.752;0.75;0.75;0.75;0.747;3.711;37.671;0.37671
0.752;0.75;0.75;0.75;0.747;3.711;37.627;0.37627
0.752;0.75;0.75;0.75;0.747;3.71;37.617;0.37617
0.753;0.75;0.75;0.75;0.747;3.711;37.583;0.37583
0.752;0.75;0.75;0.75;0.747;3.711;37.563;0.37563
0.753;0.75;0.75;0.75;0.747;3.711;37.529;0.37529
0.753;0.75;0.75;0.75;0.747;3.711;37.534;0.37534
0.753;0.75;0.751;0.75;0.747;3.712;37.514;0.37514
0.753;0.75;0.751;0.75;0.747;3.712;37.461;0.37461
0.753;0.75;0.75;0.75;0.748;3.712;37.495;0.37495
0.753;0.75;0.75;0.751;0.748;3.713;37.465;0.37465
0.753;0.75;0.75;0.751;0.748;3.713;37.436;0.37436
0.753;0.75;0.751;0.751;0.748;3.714;37.431;0.37431
0.753;0.75;0.751;0.751;0.748;3.715;37.417;0.37417
0.753;0.75;0.751;0.751;0.748;3.715;37.363;0.37363
0.753;0.75;0.751;0.751;0.748;3.715;37.343;0.37343
0.753;0.75;0.751;0.751;0.748;3.715;37.338;0.37338
0.753;0.75;0.751;0.751;0.748;3.716;37.334;0.37334
0.753;0.75;0.751;0.751;0.748;3.716;37.319;0.37319
0.753;0.751;0.751;0.752;0.748;3.716;37.26;0.3726
0.753;0.751;0.751;0.752;0.748;3.716;37.236;0.37236
0.753;0.751;0.752;0.752;0.748;3.716;37.241;0.37241
0.753;0.751;0.752;0.752;0.748;3.716;37.226;0.37226
0.753;0.751;0.751;0.752;0.748;3.717;37.168;0.37168
0.753;0.751;0.751;0.752;0.748;3.716;37.148;0.37148
0.753;0.751;0.751;0.752;0.748;3.717;37.143;0.37143
0.754;0.751;0.752;0.752;0.748;3.717;37.143;0.37143
0.753;0.751;0.751;0.752;0.748;3.716;37.138;0.37138
0.754;0.751;0.752;0.752;0.748;3.717;37.119;0.37119
0.754;0.751;0.752;0.752;0.748;3.717;37.08;0.3708
0.754;0.751;0.752;0.752;0.749;3.717;37.041;0.37041
0.754;0.751;0.752;0.752;0.748;3.717;37.036;0.37036
0.754;0.751;0.752;0.752;0.749;3.718;37.036;0.37036
0.754;0.751;0.752;0.752;0.749;3.718;37.016;0.37016
0.754;0.751;0.752;0.752;0.748;3.718;36.958;0.36958
0.754;0.751;0.752;0.752;0.749;3.719;36.962;0.36962
0.754;0.751;0.752;0.752;0.749;3.721;36.914;0.36914
0.754;0.752;0.752;0.753;0.749;3.721;36.855;0.36855
0.754;0.751;0.752;0.752;0.749;3.721;36.87;0.3687
0.754;0.751;0.752;0.753;0.749;3.721;36.87;0.3687
0.754;0.751;0.752;0.752;0.749;3.721;36.855;0.36855
0.754;0.752;0.752;0.753;0.749;3.721;36.806;0.36806
0.754;0.752;0.752;0.753;0.749;3.722;36.772;0.36772
0.754;0.752;0.752;0.753;0.749;3.722;36.762;0.36762
0.754;0.752;0.752;0.753;0.749;3.722;36.777;0.36777
0.754;0.752;0.752;0.753;0.749;3.722;36.757;0.36757
0.754;0.752;0.753;0.753;0.749;3.722;36.708;0.36708
0.754;0.752;0.753;0.753;0.749;3.722;36.669;0.36669
0.754;0.752;0.753;0.753;0.749;3.722;36.669;0.36669
0.754;0.752;0.753;0.753;0.749;3.723;36.655;0.36655
0.755;0.752;0.753;0.753;0.749;3.724;36.64;0.3664
0.755;0.752;0.753;0.753;0.75;3.723;36.616;0.36616
0.755;0.752;0.753;0.754;0.75;3.723;36.562;0.36562
0.755;0.752;0.753;0.753;0.75;3.725;36.577;0.36577
0.755;0.752;0.753;0.754;0.75;3.724;36.552;0.36552
0.755;0.752;0.753;0.753;0.75;3.725;36.552;0.36552
0.755;0.752;0.753;0.753;0.75;3.724;36.542;0.36542
0.755;0.752;0.753;0.754;0.75;3.724;36.508;0.36508
0.755;0.752;0.753;0.753;0.75;3.725;36.459;0.36459
0.755;0.752;0.753;0.754;0.75;3.726;36.459;0.36459
0.755;0.752;0.753;0.754;0.75;3.726;36.445;0.36445
0.755;0.752;0.753;0.754;0.75;3.727;36.44;0.3644
0.755;0.752;0.753;0.754;0.75;3.727;36.41;0.3641
0.755;0.752;0.753;0.754;0.75;3.727;36.362;0.36362
0.755;0.753;0.753;0.754;0.75;3.727;36.362;0.36362
0.755;0.753;0.753;0.754;0.75;3.727;36.357;0.36357
0.755;0.753;0.753;0.754;0.75;3.728;36.323;0.36323
0.755;0.753;0.753;0.754;0.75;3.727;36.264;0.36264
0.755;0.753;0.753;0.754;0.75;3.727;36.264;0.36264
0.755;0.753;0.753;0.754;0.75;3.727;36.264;0.36264
0.755;0.753;0.754;0.754;0.75;3.727;36.249;0.36249
0.755;0.753;0.754;0.754;0.75;3.728;36.21;0.3621
0.756;0.753;0.754;0.754;0.751;3.728;36.166;0.36166
0.756;0.753;0.754;0.754;0.751;3.728;36.166;0.36166
0.756;0.753;0.754;0.755;0.751;3.73;36.142;0.36142
0.756;0.753;0.754;0.755;0.75;3.729;36.117;0.36117
0.755;0.753;0.754;0.755;0.75;3.73;36.127;0.36127
0.756;0.753;0.754;0.755;0.751;3.731;36.098;0.36098
0.756;0.753;0.754;0.755;0.751;3.732;36.078;0.36078
0.756;0.753;0.754;0.755;0.751;3.731;36.064;0.36064
0.756;0.753;0.754;0.755;0.751;3.732;36.049;0.36049
0.756;0.753;0.754;0.755;0.751;3.732;36.01;0.3601
0.756;0.753;0.754;0.755;0.751;3.732;35.976;0.35976
0.756;0.753;0.754;0.755;0.751;3.732;35.981;0.35981
0.756;0.753;0.754;0.755;0.751;3.732;35.971;0.35971
0.756;0.753;0.754;0.755;0.751;3.732;35.966;0.35966
0.756;0.753;0.754;0.755;0.751;3.732;35.942;0.35942
0.756;0.754;0.754;0.755;0.751;3.732;35.907;0.35907
0.756;0.753;0.754;0.755;0.751;3.733;35.873;0.35873
0.756;0.753;0.754;0.755;0.751;3.732;35.878;0.35878
0.756;0.753;0.754;0.755;0.751;3.732;35.873;0.35873
0.756;0.754;0.754;0.755;0.751;3.733;35.839;0.35839
0.756;0.754;0.754;0.755;0.751;3.732;35.805;0.35805
0.756;0.754;0.754;0.755;0.751;3.733;35.766;0.35766
0.756;0.754;0.754;0.756;0.751;3.733;35.717;0.35717
0.756;0.754;0.754;0.756;0.751;3.734;35.732;0.35732
0.756;0.754;0.755;0.756;0.752;3.733;35.707;0.35707
0.756;0.754;0.755;0.756;0.752;3.734;35.673;0.35673
0.756;0.754;0.755;0.756;0.752;3.735;35.673;0.35673
0.757;0.754;0.755;0.756;0.752;3.734;35.668;0.35668
0.756;0.754;0.755;0.756;0.752;3.735;35.624;0.35624
0.756;0.754;0.755;0.756;0.752;3.736;35.653;0.35653
0.756;0.755;0.755;0.756;0.752;3.736;35.605;0.35605
0.757;0.754;0.755;0.756;0.752;3.737;35.556;0.35556
0.757;0.755;0.755;0.756;0.752;3.737;35.536;0.35536
0.757;0.755;0.755;0.756;0.752;3.737;35.536;0.35536
0.757;0.755;0.755;0.756;0.752;3.737;35.497;0.35497
0.757;0.755;0.755;0.756;0.752;3.738;35.487;0.35487
0.757;0.755;0.755;0.756;0.752;3.737;35.478;0.35478
0.757;0.755;0.755;0.756;0.752;3.737;35.419;0.35419
0.757;0.755;0.755;0.756;0.752;3.738;35.443;0.35443
0.757;0.755;0.755;0.756;0.752;3.738;35.404;0.35404
0.757;0.755;0.755;0.756;0.753;3.737;35.385;0.35385
0.757;0.755;0.755;0.756;0.753;3.738;35.37;0.3537
0.757;0.755;0.755;0.756;0.753;3.738;35.331;0.35331
0.757;0.755;0.755;0.756;0.753;3.739;35.321;0.35321
0.757;0.755;0.755;0.756;0.753;3.738;35.316;0.35316
0.757;0.755;0.755;0.756;0.753;3.738;35.287;0.35287
